replicate_num,horm_conc,Position_n,Moth_ID,Cell Cycle Stage,frame_i,original_filename,timestamp,time_min,cell_area_pxl,cell_area_um2,ratio_areas_bud_moth,cell_vol_vox,cell_vol_fl,ratio_volumes_bud_moth,predicted_cell_cycle_stage,generation_num,num_spots,ref_ch_vol_vox,ref_ch_vol_um3,ref_ch_vol_len_um,ref_ch_num_fragments,relationship,relative_ID,OF,spots_ch_norm_val,ref_ch_norm_val,spotsize_tot_fluoresc,spots_INref_tot_fluoresc,creation_datetime,RoiSet_filename,roi_name,roi_intersection_over_union,mitograph_volume_from_voxels,mitograph_volume_from_length_um3,mitograph_total_length_um,mitograph_foldername,mitograph_filename
2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_1,1,G1,0,ASY15-1_0nM,2020/02/13 13:08:59.221,0.0,4532.0,20.49625325,0.0,200193.41829573663,60.887292315767326,0.0,G1,-1,21,18744,29.669819025,0,1,mother,0,0,0.1626752922392705,0.0663615654680534,426.1529411764705,2387.3843137254903,2021/11/18 16:17:36.672,2020-02-13_ASY15-1_0nM_SCGE.zip,0003-0189-0138,0.751664447403462,7.65457,4.74501,67.12812,200213_SCGE_0nM_cells_new,C2-ASY15-1_0nM-01_000.mitograph
2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_2,2,S,0,ASY15-1_0nM-02,2020/02/13 13:10:26.178,0.0,4630.0,20.939464375,0.1306471306471306,188261.02855653933,57.25814752039299,0.0478226460745383,S,-1,23,26470,41.89928028125,0,2,mother,1,0,0.1017953602583019,0.0917350626894818,422.6183473389357,1426.2784313725494,2021/11/18 16:17:44.817,2020-02-13_ASY15-1_0nM_SCGE.zip,0006-0183-0156,0.7048256964530369,10.25773,5.48177,77.55115,200213_SCGE_0nM_cells_new,C2-ASY15-1_0nM-02_001.mitograph
2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_3,2,S,0,ASY15-1_0nM-03,2020/02/13 13:11:16.899,0.0,8361.0,37.813145062500006,0.5850236966824645,357664.5944100949,108.78094243177014,0.445260483191236,S,-1,23,36876,58.3709051625,0,2,mother,1,0,0.1243876921411848,0.0690073273002372,433.3874411388814,3349.38431372549,2021/11/18 16:17:54.879,2020-02-13_ASY15-1_0nM_SCGE.zip,0009-0182-0166,0.8871019277878368,12.56058,7.96304,112.65397,200213_SCGE_0nM_cells_new,C2-ASY15-1_0nM-03_002.mitograph
2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_4,1,G1,0,ASY15-1_0nM-04,2020/02/13 13:12:13.967,0.0,4073.0,18.4203970625,0.0,183317.27808730217,55.75454374301015,0.0,G1,-1,20,15987,25.305772340625,0,2,mother,0,0,0.117548063215435,0.0878174358569034,360.5129652738931,1359.796078431373,2021/11/18 16:18:00.524,2020-02-13_ASY15-1_0nM_SCGE.zip,0012-0181-0121,0.7661775771256584,7.75099,4.42239,62.56404,200213_SCGE_0nM_cells_new,C2-ASY15-1_0nM-04_003.mitograph
2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_5,1,S,0,ASY15-1_0nM-05,2020/02/13 13:13:18.061,0.0,5106.0,23.092204125,0.1214583790907094,230601.00071998563,70.13552522693126,0.0382070151403595,S,-1,24,26719,42.293421603125,0,2,mother,5,0,0.1331650105013666,0.115805421312831,526.4069993341672,2593.266666666668,2021/11/18 16:18:18.742,2020-02-13_ASY15-1_0nM_SCGE.zip,0015-0184-0128,0.8356117566643882,10.14867,4.35809,61.6543,200213_SCGE_0nM_cells_new,C2-ASY15-1_0nM-05_004.mitograph
2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_6,1,S,0,ASY15-1_0nM-06,2020/02/13 13:14:12.773,0.0,5875.0,26.570054687500004,0.5908475494178175,224297.1068082308,68.21824425635711,0.4423100656586234,S,-1,20,35813,56.688285784375,0,2,mother,2,0,0.1010853631460678,0.0829280617858629,393.8248652258957,1840.2509803921569,2021/11/18 16:18:26.096,2020-02-13_ASY15-1_0nM_SCGE.zip,0018-0171-0168,0.7447078210166054,12.76605,6.33416,89.61001,200213_SCGE_0nM_cells_new,C2-ASY15-1_0nM-06_005.mitograph
2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_7,1,S,0,ASY15-1_0nM-07,2020/02/13 13:15:06.537,0.0,6157.0,27.845417312500004,0.7687446136167768,244837.00981977952,74.46529817775125,0.627396854621126,S,-1,34,40378,63.91421001875,0,2,mother,2,0,0.1362231508172289,0.0517187169165379,864.6620438113016,3447.38431372549,2021/11/18 16:18:37.400,2020-02-13_ASY15-1_0nM_SCGE.zip,0021-0184-0133,0.7157637758660776,14.27231,8.2917,117.30361,200213_SCGE_0nM_cells_new,C2-ASY15-1_0nM-07_006.mitograph
2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_8,1,G1,0,ASY15-1_0nM-08,2020/02/13 13:16:16.860,0.0,2810.0,12.708400625,0.0,101369.61389042182,30.83079036976524,0.0,G1,-1,15,14842,23.49335541875,0,1,mother,0,0,0.1235939049094321,0.153200950452768,280.1475875852568,1145.5019607843135,2021/11/18 16:18:42.544,2020-02-13_ASY15-1_0nM_SCGE.zip,0024-0172-0154,0.7046138415245737,6.68886,3.78481,53.54404,200213_SCGE_0nM_cells_new,C2-ASY15-1_0nM-08_007.mitograph
2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_9,2,S,0,ASY15-1_0nM-09,2020/02/13 13:17:22.570,0.0,6356.0,28.745407250000003,0.5487329434697856,259063.6270413061,78.79221466084958,0.4102822814437591,S,-1,23,31187,49.365804840625,0,2,mother,1,0,0.1826747856859879,0.0884295948579877,672.7882352941177,3997.9529411764697,2021/11/18 16:18:51.345,2020-02-13_ASY15-1_0nM_SCGE.zip,0027-0200-0124,0.7500590040122729,12.68229,7.47019,105.68151,200213_SCGE_0nM_cells_new,C2-ASY15-1_0nM-09_008.mitograph
2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_10,2,S,0,ASY15-1_0nM-10,2020/02/13 13:18:26.067,0.0,6205.0,28.062500312500006,0.5669191919191919,243081.6277280952,73.93141218163744,0.4301092124132205,S,-1,22,38384,60.757913650000006,0,2,mother,1,0,0.0874431235771247,0.0667267526674478,333.6863677124437,1723.2705882352946,2021/11/18 16:18:59.493,2020-02-13_ASY15-1_0nM_SCGE.zip,0030-0199-0116,0.7673757111056146,13.28605,7.56561,107.03154,200213_SCGE_0nM_cells_new,C2-ASY15-1_0nM-10_009.mitograph
