replicate_num,horm_conc,Position_n,Moth_ID,Cell Cycle Stage,frame_i,original_filename,timestamp,time_min,cell_area_pxl,cell_area_um2,ratio_areas_bud_moth,cell_vol_vox,cell_vol_fl,ratio_volumes_bud_moth,predicted_cell_cycle_stage,generation_num,num_spots,ref_ch_vol_vox,ref_ch_vol_um3,ref_ch_vol_len_um,ref_ch_num_fragments,relationship,relative_ID,OF,spots_ch_norm_val,ref_ch_norm_val,spotsize_tot_fluoresc,spots_INref_tot_fluoresc,creation_datetime,mtnet_skeleton_length_voxels
2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_1,1,G1,0,ASY15-1_0nM,2020/02/13 13:08:59.221,0.0,4532.0,20.49625325,0.0,200193.41829573663,60.887292315767326,0.0,G1,-1,21,18744,29.669819025,0,1,mother,0,0,0.1626752922392705,0.0663615654680534,426.1529411764705,2387.3843137254903,2021/11/18 16:17:36.672,423
2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_10,2,S,0,ASY15-1_0nM-10,2020/02/13 13:18:26.067,0.0,6205.0,28.062500312500006,0.5669191919191919,243081.6277280952,73.93141218163744,0.4301092124132205,S,-1,22,38384,60.757913650000006,0,2,mother,1,0,0.0874431235771247,0.0667267526674478,333.6863677124437,1723.2705882352946,2021/11/18 16:18:59.493,590
2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_11,1,G1,0,ASY15-1_0nM-11,2020/02/13 13:19:18.234,0.0,3198.0,14.463154875000004,0.0,119867.17137540564,36.45668056787424,0.0,G1,-1,15,17384,27.517079275,0,1,mother,0,0,0.1208966772075644,0.110180308131001,250.96409140785264,1213.9450980392155,2021/11/18 16:19:04.953,336
2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_12,2,S,0,ASY15-1_0nM-12,2020/02/13 13:20:30.641,0.0,6972.0,31.53130575,0.4777448071216617,288692.2520736756,87.80353365733711,0.3520206749356124,S,-1,38,44810,70.92960896875,0,2,mother,1,0,0.1024945876766027,0.0709397785406617,606.1879773286802,2448.996078431373,2021/11/18 16:19:19.665,805
2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_12,3,S,0,ASY15-1_0nM-12,2020/02/13 13:20:30.641,0.0,4969.0,22.4726130625,0.3488056460369164,178018.71679653585,54.14302697632346,0.2105872354750836,S,-1,20,21733,34.401097784375,0,2,mother,4,0,0.1571591642548951,0.1150459234117765,500.54117647058814,2564.6274509803925,2021/11/18 16:19:19.665,299
2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_13,1,S,0,ASY15-1_0nM-13,2020/02/13 13:21:57.842,0.0,4244.0,19.19375525,0.0717171717171717,166532.88358090035,50.64969892166464,0.0206126623726275,S,-1,21,29676,46.9740476625,0,2,mother,2,0,0.1037540599924253,0.0763020425284782,,1611.5647058823538,2021/11/18 16:19:26.836,673
2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_14,1,G1,0,ASY15-1_0nM-14,2020/02/13 13:23:01.162,0.0,2916.0,13.18779225,0.0,105740.38471063093,32.16012678272445,0.0,G1,-1,13,11028,17.4561867375,0,4,mother,0,0,0.1643236442292693,0.1275705409000027,264.6675324675325,1238.6745098039216,2021/11/18 16:19:36.732,153
2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_14,2,G1,0,ASY15-1_0nM-14,2020/02/13 13:23:01.162,0.0,3347.0,15.1370166875,0.0,130983.8668175577,39.837738200706944,0.0,G1,-1,16,16150,25.56378453125,0,1,mother,0,0,0.1266305705267277,0.1102789132756267,281.68887456352405,1219.7921568627455,2021/11/18 16:19:36.732,284
2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_15,1,S,0,ASY15-1_0nM-15,2020/02/13 13:24:22.548,0.0,6274.0,28.374557125000003,0.4262332348260968,260668.47462678404,79.2803167417826,0.2731446234017218,S,-1,24,25297,40.042542246875,0,2,mother,2,0,0.0652557743936467,0.0523715266161498,283.2416569311701,954.3372549019606,2021/11/18 16:19:43.758,518
2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_16,1,S,0,ASY15-1_0nM-16,2020/02/13 13:25:35.519,0.0,4782.0,21.626893875000004,0.2245838668373879,187590.64761232416,57.05425629928875,0.1139001735538691,S,-1,18,22067,34.929785340625,0,3,mother,2,0,0.1193588104969054,0.0906894555036568,369.0805699853936,1630.250980392157,2021/11/18 16:19:50.441,395
