replicate_num,horm_conc,Position_n,Moth_ID,Cell Cycle Stage,frame_i,original_filename,timestamp,time_min,cell_area_pxl,cell_area_um2,ratio_areas_bud_moth,cell_vol_vox,cell_vol_fl,ratio_volumes_bud_moth,predicted_cell_cycle_stage,generation_num,num_spots,ref_ch_vol_vox,ref_ch_vol_um3,ref_ch_vol_len_um,ref_ch_num_fragments,relationship,relative_ID,OF,spots_ch_norm_val,ref_ch_norm_val,spotsize_tot_fluoresc,spots_INref_tot_fluoresc,creation_datetime,mtnet_skeleton_length_voxels
2020-05-07_SCGE_Haploid_1,2020-05-05_ASY13-1_0nM_SCGE,Position_1,1,S,0,ASY13-1_0nM-01,2020/05/07 08:09:40.337,0.0,4649.0,21.0253930625,0.6266620013995802,160680.89939494577,48.86986282719772,0.5142794968840785,S,-1,11,13680,21.65402925,0,5,mother,2,0,0.136776348294743,0.1149320957079666,194.8313725490196,1651.4509803921565,2021/11/18 18:03:41.803,172
2020-05-07_SCGE_Haploid_1,2020-05-05_ASY13-1_0nM_SCGE,Position_10,1,S,0,ASY13-1_0nM-10,2020/05/07 08:10:41.965,0.0,3580.0,16.190773749999998,0.5331905781584583,108943.00799304635,33.134180083945616,0.3607081706662359,S,-1,5,13309,21.066774509375,0,4,mother,2,0,0.1781876472481486,0.1186849668035569,205.7529411764706,2031.2705882352936,2021/11/18 18:04:27.292,143
2020-05-07_SCGE_Haploid_1,2020-05-05_ASY13-1_0nM_SCGE,Position_11,1,S,0,ASY13-1_0nM-11,2020/05/07 08:11:45.995,0.0,3796.0,17.16764725,0.5456026058631922,115589.21609571137,35.15557328949338,0.4213641567937306,S,-1,10,13341,21.117427209375,0,3,mother,2,0,0.1250139836628199,0.0806565633091289,196.67843137254897,1591.137254901961,2021/11/18 18:04:32.024,184
2020-05-07_SCGE_Haploid_1,2020-05-05_ASY13-1_0nM_SCGE,Position_12,2,S,0,ASY13-1_0nM-12,2020/05/07 08:14:18.384,0.0,3375.0,15.263648437500002,0.2697516930022573,115039.2219641447,34.98829679386361,0.1400263634126319,S,-1,13,16615,26.299831578125,0,2,mother,1,0,0.1362970980156828,0.1096123510062337,324.14509803921567,1548.7725490196078,2021/11/18 18:04:37.128,242
2020-05-07_SCGE_Haploid_1,2020-05-05_ASY13-1_0nM_SCGE,Position_13,1,S,0,ASY13-1_0nM-13,2020/05/07 08:15:21.840,0.0,2770.0,12.527498125000005,0.0621165644171779,92469.65402438727,28.12393585589043,0.0138334954030762,S,-1,7,9265,14.665539546875,0,1,mother,2,0,0.2044786983572642,0.1075343704629536,,1526.6,2021/11/18 18:04:40.696,127
2020-05-07_SCGE_Haploid_1,2020-05-05_ASY13-1_0nM_SCGE,Position_14,3,S,0,ASY13-1_0nM-14,2020/05/07 08:16:26.447,0.0,5721.0,25.8735800625,0.4087663137158335,234856.249347534,71.42972645126451,0.2744669909971879,S,-1,19,24550,38.86011828125,0,3,mother,1,0,0.0959842023213068,0.0947265692362177,340.83222027721814,1650.7372549019608,2021/11/18 18:04:46.948,306
2020-05-07_SCGE_Haploid_1,2020-05-05_ASY13-1_0nM_SCGE,Position_15,1,S,0,ASY13-1_0nM-15,2020/05/07 08:17:31.893,0.0,3646.0,16.489262875,0.4131782945736434,116310.46221606492,35.37493476368884,0.2645400057252967,S,-1,13,12543,19.854275503125,0,2,mother,2,0,0.1655813989655177,0.1230732931088053,315.61960784313726,1661.0509803921573,2021/11/18 18:04:51.402,189
2020-05-07_SCGE_Haploid_1,2020-05-05_ASY13-1_0nM_SCGE,Position_16,2,S,0,ASY13-1_0nM-16,2020/05/07 08:18:32.967,0.0,4114.0,18.605822125000003,0.7141666666666666,134678.4881031675,40.96142892005248,0.5885462394958635,S,-1,13,18098,28.64726764375,0,2,mother,1,0,0.145127765663899,0.0787592692882342,344.8313725490196,2095.713725490196,2021/11/18 18:04:57.592,313
2020-05-07_SCGE_Haploid_1,2020-05-05_ASY13-1_0nM_SCGE,Position_17,2,S,0,ASY13-1_0nM-17,2020/05/07 08:19:59.057,0.0,3452.0,15.611885750000004,0.2193571176262804,111583.48740805736,33.9372616405932,0.1130714473507113,S,-1,14,16763,26.534100315625,0,2,mother,1,0,0.1148708658891696,0.0918330651394527,304.7490196078431,1304.913725490196,2021/11/18 18:05:02.428,228
2020-05-07_SCGE_Haploid_1,2020-05-05_ASY13-1_0nM_SCGE,Position_18,2,S,0,ASY13-1_0nM-18,2020/05/07 08:21:09.539,0.0,3640.0,16.4621275,0.625,112160.05712243744,34.11262089585112,0.4836455629218349,S,-1,11,15156,23.9903850375,0,2,mother,1,0,0.1189767113091726,0.0851723850365584,214.80784313725485,1401.776470588235,2021/11/18 18:05:08.616,221
